LocationDetailsId	Neighborhoods	Zipcode	Location
SD002985	Outer Richmond	94121	"(37.78412069410269, -122.4852144412066)"
SD002986	Inner Sunset	94114	"(37.75881295414257, -122.4472445188997)"
SD002987	Castro/Upper Market	94114	"(37.75799213531341, -122.44307112345084)"
SD002988	Noe Valley	94110	"(37.74779444983328, -122.42221121867162)"
SD002989	Excelsior	94112	"(37.72250034402915, -122.43611799264883)"
SD002990	Mission	94103	"(37.76609129230921, -122.42592756411653)"
SD002991	Inner Sunset	94122	"(37.76398726044858, -122.47260559514304)"
SD002992	West of Twin Peaks	94127	"(37.73427152766381, -122.47070154892187)"
SD002993	Sunset/Parkside	94122	"(37.76295709738277, -122.48523255729256)"
SD002994	Castro/Upper Market	94114	"(37.76154970920735, -122.44378493367367)"
SD002995	Outer Richmond	94121	"(37.78241164959815, -122.4824919559668)"
SD002996	West of Twin Peaks	94131	"(37.73259913522751, -122.44031937006307)"
SD002997	Glen Park	94131	"(37.73569978955037, -122.4372003527839)"
SD002998	Bayview Hunters Point	94124	"(37.73768771578666, -122.38459434061969)"
SD002999	Glen Park	94131	"(37.73535972128204, -122.4356848944629)"
SD003000	Outer Richmond	94118	"(37.78463854566222, -122.4745468411407)"
SD003001	Noe Valley	94114	"(37.75021778200164, -122.43453728755769)"
SD003002	Bayview Hunters Point	94124	"(37.72610546070879, -122.38979236023312)"
SD003003	Outer Richmond	94121	"(37.77465377981858, -122.50227802561744)"
SD003004	Bernal Heights	94112	"(37.73341677586321, -122.42604509053544)"
SD003005	Noe Valley	94114	"(37.749528807862234, -122.42741606312816)"
SD003006	Haight Ashbury	94117	"(37.764548060969865, -122.44940984061076)"
SD003007	Mission	94110	"(37.75574072862942, -122.40994445229559)"
SD003008	Marina	94123	"(37.79978256146138, -122.43119531201695)"
SD003009	Sunset/Parkside	94116	"(37.75102140966864, -122.4802168013976)"
SD003010	Sunset/Parkside	94122	"(37.75513477048187, -122.50737264787598)"
SD003011	Bayview Hunters Point	94124	"(37.73559853999487, -122.39075681672065)"
SD003012	Oceanview/Merced/Ingleside	94132	"(37.721206545778145, -122.47049656972543)"
SD003013	Mission	94110	"(37.74838161512769, -122.41946391108345)"
SD003014	Pacific Heights	94115	"(37.79136010316105, -122.44542436778409)"
SD003015	South of Market	94103	"(37.78069304776581, -122.40516814539234)"
SD003016	Hayes Valley	94102	"(37.77310049007264, -122.4243941677553)"
SD003017	Castro/Upper Market	94114	"(37.76787519234145, -122.43029344733405)"
SD003018	Bayview Hunters Point	94134	"(37.71095181934585, -122.38923802590061)"
SD003019	Nob Hill	94109	"(37.78720918072565, -122.41893064842537)"
SD003020	Bayview Hunters Point	94124	"(37.73475577424742, -122.38348890817586)"
SD003021	Russian Hill	94109	"(37.79717392365489, -122.41838909151348)"
SD003022	Castro/Upper Market	94114	"(37.7567806952112, -122.43268506948714)"
SD003023	Potrero Hill	94107	"(37.755487643566205, -122.40102033819953)"
SD003024	Bayview Hunters Point	94124	"(37.733514830906465, -122.38788334363845)"
SD003025	Marina	94123	"(37.79741540612982, -122.43837581406012)"
SD003026	South of Market	94103	"(37.775974348270466, -122.41077184924147)"
SD003027	Inner Richmond	94118	"(37.78671466165337, -122.46844340809193)"
SD003028	North Beach	94133	"(37.79971382685212, -122.40391245173603)"
SD003029	Bernal Heights	94110	"(37.74581964328954, -122.4137227569609)"
SD003030	Pacific Heights	94115	"(37.793022122565596, -122.43225401596173)"
SD003031	Bayview Hunters Point	94124	"(37.7267774358159, -122.39697817176658)"
SD003032	Hayes Valley	94117	"(37.775949521558424, -122.44100013621416)"
SD003033	Marina	94123	"(37.80536095101386, -122.43488817654448)"
SD003034	Outer Richmond	94121	"(37.78161730782017, -122.48451823768869)"
SD003035	Inner Richmond	94118	"(37.7863057759974, -122.46966529007481)"
SD003036	Visitacion Valley	94134	"(37.71403852232484, -122.40127262170746)"
SD003037	Inner Sunset	94114	"(37.75936145856779, -122.44971731847913)"
SD003038	Mission	94110	"(37.76469141950685, -122.41071274800362)"
SD003039	Noe Valley	94114	"(37.756339623621805, -122.42661815834909)"
SD003040	Castro/Upper Market	94114	"(37.76272500861125, -122.43587035020278)"
SD003041	Marina	94123	"(37.796544879344744, -122.435605497538)"
SD003042	West of Twin Peaks	94116	"(37.74564495384228, -122.47512882744793)"
SD003043	Mission	94110	"(37.75713206784915, -122.41365367999629)"
SD003044	Bernal Heights	94110	"(37.74443225558266, -122.41225365637715)"
SD003045	Pacific Heights	94115	"(37.79218012529721, -122.44582851015218)"
SD003046	Mission Bay	94158	"(37.76761830846468, -122.39431617446043)"
SD003047	Presidio Heights	94118	"(37.783093635382194, -122.4485003880157)"
SD003048	Lakeshore	94132	"(37.71018397307165, -122.48427090249176)"
SD003049	Outer Richmond	94121	"(37.774232708786315, -122.49795840667352)"
SD003050	Bernal Heights	94110	"(37.7373261997791, -122.4094047864598)"
SD003051	Presidio Heights	94118	"(37.78494645757318, -122.4554396471202)"
SD003052	Inner Richmond	94118	"(37.778275595727685, -122.46697834123187)"
SD003053	Castro/Upper Market	94114	"(37.7614035164223, -122.43091392794588)"
SD003054	Sunset/Parkside	94116	"(37.73796886322678, -122.47889048471617)"
SD003055	Nob Hill	94109	"(37.79307081584816, -122.41476899200515)"
SD003056	Haight Ashbury	94117	"(37.771060685108104, -122.44405992609573)"
SD003057	Excelsior	94112	"(37.7253588408626, -122.42637440627507)"
SD003058	Sunset/Parkside	94122	"(37.75787569813085, -122.48442878875058)"
SD003059	Potrero Hill	94107	"(37.75695891187218, -122.40019064802227)"
SD003060	Inner Sunset	94116	"(37.75060738832502, -122.46681413511784)"
SD003061	Sunset/Parkside	94116	"(37.738890939006154, -122.50259690296998)"
SD003062	Inner Sunset	94122	"(37.75947098206965, -122.4678109339302)"
SD003063	North Beach	94133	"(37.79798360733411, -122.40285873721191)"
SD003064	Mission	94103	"(37.77045034774865, -122.4145463337454)"
SD003065	Sunset/Parkside	94116	"(37.7382816493517, -122.48770765921452)"
SD003066	Presidio Heights	94118	"(37.789220886739656, -122.45793901519222)"
SD003067	Pacific Heights	94115	"(37.79181197390868, -122.4418780086795)"
SD003068	Bernal Heights	94110	"(37.74785568500437, -122.40935695097981)"
SD003069	Marina	94123	"(37.80224758676201, -122.44641723516195)"
SD003070	Mission	94103	"(37.76956300253711, -122.42364635991153)"
SD003071	Sunset/Parkside	94122	"(37.758876396473916, -122.49213226582465)"
SD003072	Hayes Valley	94117	"(37.77168581764121, -122.43081242114948)"
SD003073	Hayes Valley	94117	"(37.7763300895467, -122.44046770612584)"
SD003074	Mission	94110	"(37.75659908034607, -122.4141124643379)"
SD003075	Potrero Hill	94107	"(37.75850479813169, -122.40228131908763)"
SD003076	Glen Park	94131	"(37.73737174167481, -122.43513614579064)"
SD003077	Mission	94103	"(37.76961777712589, -122.42263987893638)"
SD003078	Castro/Upper Market	94114	"(37.764158282590856, -122.43056992829565)"
SD003079	Financial District/South Beach	94108	"(37.78729463633475, -122.4052186298023)"
SD003080	Mission	94103	"(37.770013808281504, -122.4240606578347)"
SD003081	Presidio Heights	94118	"(37.78577493330876, -122.4517962314652)"
SD003082	Presidio Heights	94118	"(37.79053717345059, -122.45189216426655)"
SD003083	Sunset/Parkside	94116	"(37.737996214335084, -122.48626969107606)"
SD003084	Lone Mountain/USF	94118	"(37.77499852190595, -122.45604320873944)"
SD003085	Bernal Heights	94110	"(37.74132101375465, -122.42170153852393)"
SD003086	Presidio Heights	94118	"(37.78812953643569, -122.45347581455094)"
SD003087	Excelsior	94112	"(37.71363287675599, -122.44126483748947)"
SD003088	Lone Mountain/USF	94117	"(37.77626450237318, -122.44180425377915)"
SD003089	Castro/Upper Market	94114	"(37.76321108219544, -122.4333698383729)"
SD003090	South of Market	94103	"(37.77503984253141, -122.41247420273487)"
SD003091	Tenderloin	94102	"(37.782427722807256, -122.41205372672593)"
SD003092	Seacliff	94121	"(37.786717421067365, -122.48662312856344)"
SD003093	West of Twin Peaks	94132	"(37.735002942539275, -122.47252109745503)"
SD003094	Sunset/Parkside	94116	"(37.73958973992603, -122.49297581769173)"
SD003095	Outer Mission	94112	"(37.72484663467374, -122.43780941747661)"
SD003096	Sunset/Parkside	94116	"(37.74874403748633, -122.5004790170653)"
SD003097	Twin Peaks	94131	"(37.752774290333, -122.45118764452249)"
SD003098	Haight Ashbury	94117	"(37.76536906706515, -122.44569931280364)"
SD003099	Inner Sunset	94116	"(37.75124637370363, -122.46409253278753)"
SD003100	South of Market	94107	"(37.779830297709054, -122.40218495832586)"
SD003101	Sunset/Parkside	94116	"(37.737426846277216, -122.47931814046376)"
SD003102	Potrero Hill	94107	"(37.75867420438636, -122.39389755884864)"
SD003103	Inner Sunset	94122	"(37.754991436045394, -122.46511872501952)"
SD003104	Marina	94123	"(37.80311281205558, -122.44148009386689)"
SD003105	Inner Sunset	94122	"(37.76545505553935, -122.46054653705964)"
SD003106	Twin Peaks	94131	"(37.75409142791689, -122.4426255761969)"
SD003107	Presidio Heights	94118	"(37.7886667218896, -122.4484093694443)"
SD003108	Twin Peaks	94114	"(37.757516318396966, -122.44075247337665)"
SD003109	Pacific Heights	94123	"(37.79492910840633, -122.44383298261718)"
SD003110	Pacific Heights	94109	"(37.79030306406397, -122.42877331608264)"
SD003111	Inner Sunset	94122	"(37.761353875500554, -122.46752548647564)"
SD003112	Western Addition	94115	"(37.77878668703004, -122.43580064771297)"
SD003113	Twin Peaks	94131	"(37.75400173601682, -122.44337939283498)"
SD003114	Lone Mountain/USF	94118	"(37.7775309045226, -122.44569786112609)"
SD003115	Pacific Heights	94115	"(37.79093572397233, -122.4447628978822)"
SD003116	Pacific Heights	94109	"(37.789476590918696, -122.42690979127647)"
SD003117	Mission	94110	"(37.754184782332956, -122.40894281290174)"
SD003118	Outer Richmond	94121	"(37.77374265325037, -122.4944350411881)"
SD003119	Hayes Valley	94117	"(37.77718107187119, -122.43279476833064)"
SD003120	Lone Mountain/USF	94117	"(37.77226672377694, -122.45358216925509)"
SD003121	Inner Sunset	94122	"(37.763932597368, -122.47438055739364)"
SD003122	South of Market	94103	"(37.777145150415635, -122.40691293920874)"
SD003123	Bernal Heights	94110	"(37.73805081694089, -122.41108466072012)"
SD003124	Haight Ashbury	94117	"(37.76895597519974, -122.44869589861023)"
SD003125	Outer Richmond	94121	"(37.77287159107569, -122.49743871828343)"
SD003126	Bayview Hunters Point	94124	"(37.73161383705665, -122.39232738921953)"
SD003127	Mission	94110	"(37.758264115847794, -122.41122027501926)"
SD003128	Sunset/Parkside	94122	"(37.754200421669154, -122.4901115026808)"
SD003129	Russian Hill	94133	"(37.80198437724179, -122.41309269689361)"
SD003130	Lakeshore	94132	"(37.714876723053365, -122.47461379713556)"
SD003131	Castro/Upper Market	94114	"(37.75823278244666, -122.43662241096277)"
SD003132	Bernal Heights	94110	"(37.74490380595911, -122.41724982406704)"
SD003133	Seacliff	94121	"(37.785881567934574, -122.48761079240144)"
SD003134	Sunset/Parkside	94122	"(37.75347806582846, -122.48798734475929)"
SD003135	West of Twin Peaks	94131	"(37.734786372408564, -122.44253456410726)"
SD003136	West of Twin Peaks	94112	"(37.726429990862485, -122.46131141021536)"
SD003137	Presidio Heights	94115	"(37.783169303211956, -122.4450206616746)"
SD003138	Seacliff	94121	"(37.78702445594436, -122.48813027499111)"
SD003139	Potrero Hill	94107	"(37.7622763976646, -122.39486544434003)"
SD003140	Sunset/Parkside	94122	"(37.75377055622216, -122.48136259800023)"
SD003141	Marina	94123	"(37.80401532897446, -122.43658939960048)"
SD003142	Bernal Heights	94110	"(37.73622694636977, -122.42377490355598)"
SD003143	Sunset/Parkside	94116	"(37.74322968666566, -122.49364706190843)"
SD003144	Portola	94134	"(37.73176351264894, -122.41264343996457)"
SD003145	Marina	94123	"(37.803473392776276, -122.44221170673019)"
SD003146	Portola	94134	"(37.72005856579386, -122.40132745818224)"
SD003147	West of Twin Peaks	94116	"(37.747649140443556, -122.46773506584249)"
SD003148	Sunset/Parkside	94132	"(37.73130476666178, -122.48861372782488)"
SD003149	Outer Mission	94112	"(37.716523590098426, -122.44612333571621)"
SD003150	Inner Sunset	94122	"(37.76167688722091, -122.46754796000022)"
SD003151	Bernal Heights	94110	"(37.74420899114462, -122.41914309215402)"
SD003152	Tenderloin	94102	"(37.78542382128185, -122.41365770018365)"
SD003153	Sunset/Parkside	94116	"(37.74051581403255, -122.4955756538453)"
SD003154	Bayview Hunters Point	94124	"(37.73043074405487, -122.40008242947825)"
SD003155	Lone Mountain/USF	94118	"(37.77719071423829, -122.45665582985234)"
SD003156	Mission	94110	"(37.75123107730169, -122.41649374065986)"
SD003157	Potrero Hill	94107	"(37.75944069145864, -122.39591552005933)"
SD003158	Castro/Upper Market	94114	"(37.75731692019624, -122.43718682950285)"
SD003159	Mission	94110	"(37.74969881227434, -122.42163525432453)"
SD003160	West of Twin Peaks	94127	"(37.74335923676312, -122.46340254661938)"
SD003161	Sunset/Parkside	94116	"(37.74381831655757, -122.48188253412803)"
SD003162	Excelsior	94112	"(37.7181743960534, -122.43575092047527)"
SD003163	Noe Valley	94131	"(37.746727489490404, -122.42574383504369)"
SD003164	West of Twin Peaks	94112	"(37.729769847728534, -122.45429823839274)"
SD003165	West of Twin Peaks	94127	"(37.74134136798079, -122.46417209124431)"
SD003166	Sunset/Parkside	94116	"(37.7405118400896, -122.47799205866687)"
SD003167	Glen Park	94131	"(37.73606716931321, -122.42987291907093)"
SD003168	Inner Richmond	94118	"(37.78620043299722, -122.46283711266936)"
SD003169	Excelsior	94112	"(37.719926060643296, -122.42679001146317)"
SD003170	North Beach	94133	"(37.803785981781154, -122.41090037086485)"
SD003171	Lone Mountain/USF	94118	"(37.77759274338273, -122.45761114955448)"
SD003172	Outer Mission	94112	"(37.71286133591022, -122.45162523306102)"
SD003173	Inner Sunset	94122	"(37.76163950372017, -122.47211425708429)"
SD003174	Mission	94103	"(37.76740896603103, -122.42472605512606)"
SD003175	Financial District/South Beach	94105	"(37.79240847117644, -122.39173347119794)"
SD003176	Sunset/Parkside	94116	"(37.738295742752335, -122.49315920677097)"
SD003177	Noe Valley	94114	"(37.75258051153903, -122.43612036942534)"
SD003178	Marina	94123	"(37.80176603688615, -122.43107988062283)"
SD003179	West of Twin Peaks	94127	"(37.724766477737326, -122.46656147175344)"
SD003180	Excelsior	94112	"(37.71239644336555, -122.4423587165944)"
SD003181	Castro/Upper Market	94114	"(37.7565248349779, -122.43144871478437)"
SD003182	Inner Richmond	94118	"(37.78189585923183, -122.4646769124463)"
SD003183	Outer Mission	94112	"(37.70876094201726, -122.46544463444613)"
SD003184	West of Twin Peaks	94116	"(37.74154956076834, -122.47524693424069)"
SD003185	West of Twin Peaks	94127	"(37.74190022330872, -122.46259764819992)"
SD003186	Twin Peaks	94131	"(37.74699012311251, -122.44949685432928)"
SD003187	Russian Hill	94109	"(37.7939729794796, -122.42058956609407)"
SD003188	Potrero Hill	94107	"(37.75738547972329, -122.40133267243391)"
SD003189	Oceanview/Merced/Ingleside	94112	"(37.71599425533592, -122.46172872108417)"
SD003190	Russian Hill	94133	"(37.801884319121605, -122.41521168733934)"
SD003191	Tenderloin	94109	"(37.78615896169674, -122.41540068268904)"
SD003192	Bayview Hunters Point	94124	"(37.733824131655595, -122.3901083180881)"
SD003193	Oceanview/Merced/Ingleside	94112	"(37.723994721487884, -122.45785298496885)"
SD003194	West of Twin Peaks	94127	"(37.733549032285, -122.45267727894884)"
SD003195	Excelsior	94112	"(37.70851116515933, -122.44379112905752)"
SD003196	Haight Ashbury	94117	"(37.767156057659044, -122.45058821449767)"
SD003197	Sunset/Parkside	94122	"(37.76089469647764, -122.48264145013195)"
SD003198	Marina	94123	"(37.7973654732424, -122.4430851922428)"
SD003199	Lone Mountain/USF	94117	"(37.773991701731326, -122.44465669656115)"
SD003200	Inner Richmond	94118	"(37.786691185587536, -122.46065351266847)"
SD003201	Hayes Valley	94102	"(37.772927782498634, -122.4224354271141)"
SD003202	Haight Ashbury	94117	"(37.77126678882472, -122.44749604292663)"
SD003203	Outer Richmond	94121	"(37.777820427570575, -122.50788437843221)"
SD003204	Portola	94134	"(37.72893917927542, -122.40666633854386)"
SD003205	Twin Peaks	94131	"(37.746934867916515, -122.45095762458539)"
SD003206	Outer Mission	94112	"(37.7204183603297, -122.44403887663314)"
SD003207	Sunset/Parkside	94122	"(37.75899988195707, -122.49909068333554)"
SD003208	Outer Richmond	94121	"(37.783367149443684, -122.48744906951978)"
SD003209	Bayview Hunters Point	94124	"(37.738062564243975, -122.38590278294399)"
SD003210	Russian Hill	94109	"(37.79993085650162, -122.42233025072414)"
SD003211	Mission	94110	"(37.75470847871951, -122.41683993653818)"
SD003212	Haight Ashbury	94117	"(37.76884743183379, -122.44532051862055)"
SD003213	Financial District/South Beach	94105	"(37.789374471306374, -122.39745214939347)"
SD003214	Marina	94123	"(37.8045110314591, -122.4409192220525)"
SD003215	Marina	94123	"(37.7974034481996, -122.43846979030728)"
SD003216	Sunset/Parkside	94122	"(37.75258226337246, -122.50140675635424)"
SD003217	Tenderloin	94109	"(37.784282476242794, -122.41567237531444)"
SD003218	Noe Valley	94114	"(37.75182384893963, -122.42936676964513)"
SD003219	Tenderloin	94109	"(37.78529619229401, -122.41901375955334)"
SD003220	North Beach	94133	"(37.80264383097015, -122.40858757559407)"
SD003221	North Beach	94133	"(37.80061584870003, -122.40547754638608)"
SD003222	Potrero Hill	94107	"(37.75576178667137, -122.40236499351204)"
SD003223	Potrero Hill	94107	"(37.760354138874554, -122.39406046623631)"
SD003224	West of Twin Peaks	94131	"(37.73214164114709, -122.4380399023238)"
SD003225	Castro/Upper Market	94114	"(37.75773997042148, -122.43783667958097)"
SD003226	Visitacion Valley	94134	"(37.71474160490451, -122.40900763635234)"
SD003227	Mission	94103	"(37.765485963250576, -122.4207005682969)"
SD003228	Seacliff	94121	"(37.78616002694202, -122.48215888932219)"
